Sentence,Sentiment,Length,Word_Count,Cleaned_Text,Final_Text,Label
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",positive,164,28,the  sq m  sq ft store in copenhagen s premier shopping district was inaugurated today  further strengthening the company s presence in nordic capitals ,sq sq ft store copenhagen premier shopping district inaugurated today strengthening presence nordic capital,2
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral,112,18,in the financial statement for the first quarter of   tikkurila is reported under discontinued operations ,financial statement first quarter tikkurila reported discontinued operation,1
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,251,48,the world s second largest stainless steel maker said net profit in the threemonth period until dec  surged to euro million us  million  or euro  us  per share  from euro million  or euro  per share  the previous year ,world second largest stainless steel maker net profit threemonth period dec surged euro million u million euro u per share euro million euro per share previous,2
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral,212,31,name of applicant  jot automation oyname of inventor  mammila tuomo  piirainen mika and kellokoski mikaapplication no  kolnp adate of filing of application  publication date  ,name applicant jot automation oyname inventor mammila tuomo piirainen mika kellokoski mikaapplication kolnp adate filing application publication date,1
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,positive,77,9,netflix grows efforts to create loyal customers nflx ,netflix grows effort create loyal customer nflx,2
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,157,30,the omx nordic  omxn index  comprising the  most traded nordic stocks on the nasdaq omx exchange  closed down   at  points on thursday ,omx nordic omxn index comprising traded nordic stock nasdaq omx exchange closed point thursday,0
$AAPL nibbling on a small long via 525.. buying off 13min charts..,positive,66,12,aapl nibbling on a small long via  buying off min charts,aapl nibbling small long via buying min chart,2
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,121,25,the operating margin of aker yards cruise  ferries division went down from   to   in the first quarter of  ,operating margin aker yard cruise ferry division went first quarter,0
"$TYC just about to break out to new highs, lots of technicals looking great right now.",positive,86,16,tyc just about to break out to new highs lots of technicals looking great right now,tyc break new high lot technical looking great right,2
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",neutral,135,23,eero katajavuori  currently group vice president  human resources  will take a yearlong sabbatical starting from october    ,eero katajavuori currently group vice president human resource take yearlong sabbatical starting october,1
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",neutral,113,18,whats up with lulu  numbers looked good not great but good  i think conference call will instill confidence,whats lulu number looked good great good think conference call instill confidence,1
The adjustment measures will be carried out in phases to secure the delivery capability .,neutral,89,15,the adjustment measures will be carried out in phases to secure the delivery capability ,adjustment measure carried phase secure delivery capability,1
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",neutral,295,43,alma media corporation press release  march  tyrvaan sanomat and paikallissanomat being bought by suomen paikallissanomat two local papers  tyrvaan sanomat and paikallissanomat  appearing in sastamala and its neighbouring municipalities  are to be bought by suomen paikallissanomat oy ,alma medium corporation press release march tyrvaan sanomat paikallissanomat bought suomen paikallissanomat two local paper tyrvaan sanomat paikallissanomat appearing sastamala neighbouring municipality bought suomen paikallissanomat oy,1
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",negative,80,13,temporary layoffs  affecting the entire workforce  will also be implemented ,temporary layoff affecting entire workforce also implemented,0
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral,216,39,a meeting for the media and analysts will be held on the same day at  am at stonesoft headquarters in helsinki  italahdenkatu  a the interim report will be presented by stonesoft s ceo ilkka hiidenheimo ,meeting medium analyst held day stonesoft headquarters helsinki italahdenkatu interim report presented stonesoft ceo ilkka hiidenheimo,1
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral,123,17,finnish samporosenlew manufactures approximately seven forest machines monthly  and about half of machines are exported ,finnish samporosenlew manufacture approximately seven forest machine monthly half machine exported,1
"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",positive,140,18,facebook near a buy point last week faces a different technical test today  fb aapl nflx ,facebook near buy point last week face different technical test today fb aapl nflx,2
